,xc,yc,radius,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80
35,4,8,24,5,32,3,32,5,-16,3,-16,28,9,-20,9,28,7,28,7,6,32,2,32,6,-16,2,-16,28,10,-20,10,28,6,28,6,7,32,1,32,7,-16,1,-16,28,11,-20,11,28,5,28,5,8,32,0,32,8,-16,0,-16,28,12,-20,12,28,4,28,4,9,31,-1,31,9,-15,-1,-15,27,13,-19,13,27,3,27,3,10,31,-2,31,10,-15,-2,-15,27,14,-19,14,27,2,27,2,11,31,-3,31,11,-15,-3,-15,27,15,-19,15,27,1,27,1,12,30,-4,30,12,-14,-4,-14,26,16,-18,16,26,0,26,0,13,30,-5,30,13,-14,-5,-14,26,17,-18,17,26,-1,26,-1,14,29,-6,29,14,-13,-6,-13,25,18,-17,18,25,-2,25,-2
36,6,2,38,7,40,5,40,7,-36,5,-36,44,3,-32,3,44,1,44,1,8,40,4,40,8,-36,4,-36,44,4,-32,4,44,0,44,0,9,40,3,40,9,-36,3,-36,44,5,-32,5,44,-1,44,-1,10,40,2,40,10,-36,2,-36,44,6,-32,6,44,-2,44,-2,11,40,1,40,11,-36,1,-36,44,7,-32,7,44,-3,44,-3,12,39,0,39,12,-35,0,-35,43,8,-31,8,43,-4,43,-4,13,39,-1,39,13,-35,-1,-35,43,9,-31,9,43,-5,43,-5,14,39,-2,39,14,-35,-2,-35,43,10,-31,10,43,-6,43,-6,15,39,-3,39,15,-35,-3,-35,43,11,-31,11,43,-7,43,-7,16,38,-4,38,16,-34,-4,-34,42,12,-30,12,42,-8,42,-8
37,15,3,45,16,48,14,48,16,-42,14,-42,60,4,-30,4,60,2,60,2,17,48,13,48,17,-42,13,-42,60,5,-30,5,60,1,60,1,18,48,12,48,18,-42,12,-42,60,6,-30,6,60,0,60,0,19,48,11,48,19,-42,11,-42,60,7,-30,7,60,-1,60,-1,20,48,10,48,20,-42,10,-42,60,8,-30,8,60,-2,60,-2,21,47,9,47,21,-41,9,-41,59,9,-29,9,59,-3,59,-3,22,47,8,47,22,-41,8,-41,59,10,-29,10,59,-4,59,-4,23,47,7,47,23,-41,7,-41,59,11,-29,11,59,-5,59,-5,24,47,6,47,24,-41,6,-41,59,12,-29,12,59,-6,59,-6,25,47,5,47,25,-41,5,-41,59,13,-29,13,59,-7,59,-7
38,6,12,22,7,34,5,34,7,-10,5,-10,28,13,-16,13,28,11,28,11,8,34,4,34,8,-10,4,-10,28,14,-16,14,28,10,28,10,9,34,3,34,9,-10,3,-10,28,15,-16,15,28,9,28,9,10,33,2,33,10,-9,2,-9,27,16,-15,16,27,8,27,8,11,33,1,33,11,-9,1,-9,27,17,-15,17,27,7,27,7,12,33,0,33,12,-9,0,-9,27,18,-15,18,27,6,27,6,13,33,-1,33,13,-9,-1,-9,27,19,-15,19,27,5,27,5,14,32,-2,32,14,-8,-2,-8,26,20,-14,20,26,4,26,4,15,32,-3,32,15,-8,-3,-8,26,21,-14,21,26,3,26,3,16,31,-4,31,16,-7,-4,-7,25,22,-13,22,25,2,25,2
39,3,5,27,4,32,2,32,4,-22,2,-22,30,6,-24,6,30,4,30,4,5,32,1,32,5,-22,1,-22,30,7,-24,7,30,3,30,3,6,32,0,32,6,-22,0,-22,30,8,-24,8,30,2,30,2,7,32,-1,32,7,-22,-1,-22,30,9,-24,9,30,1,30,1,8,31,-2,31,8,-21,-2,-21,29,10,-23,10,29,0,29,0,9,31,-3,31,9,-21,-3,-21,29,11,-23,11,29,-1,29,-1,10,31,-4,31,10,-21,-4,-21,29,12,-23,12,29,-2,29,-2,11,30,-5,30,11,-20,-5,-20,28,13,-22,13,28,-3,28,-3,12,30,-6,30,12,-20,-6,-20,28,14,-22,14,28,-4,28,-4,13,30,-7,30,13,-20,-7,-20,28,15,-22,15,28,-5,28,-5
40,15,15,28,16,43,14,43,16,-13,14,-13,43,16,-13,16,43,14,43,14,17,43,13,43,17,-13,13,-13,43,17,-13,17,43,13,43,13,18,43,12,43,18,-13,12,-13,43,18,-13,18,43,12,43,12,19,43,11,43,19,-13,11,-13,43,19,-13,19,43,11,43,11,20,42,10,42,20,-12,10,-12,42,20,-12,20,42,10,42,10,21,42,9,42,21,-12,9,-12,42,21,-12,21,42,9,42,9,22,42,8,42,22,-12,8,-12,42,22,-12,22,42,8,42,8,23,42,7,42,23,-12,7,-12,42,23,-12,23,42,7,42,7,24,41,6,41,24,-11,6,-11,41,24,-11,24,41,6,41,6,25,41,5,41,25,-11,5,-11,41,25,-11,25,41,5,41,5
41,15,4,40,16,44,14,44,16,-36,14,-36,55,5,-25,5,55,3,55,3,17,44,13,44,17,-36,13,-36,55,6,-25,6,55,2,55,2,18,44,12,44,18,-36,12,-36,55,7,-25,7,55,1,55,1,19,44,11,44,19,-36,11,-36,55,8,-25,8,55,0,55,0,20,44,10,44,20,-36,10,-36,55,9,-25,9,55,-1,55,-1,21,43,9,43,21,-35,9,-35,54,10,-24,10,54,-2,54,-2,22,43,8,43,22,-35,8,-35,54,11,-24,11,54,-3,54,-3,23,43,7,43,23,-35,7,-35,54,12,-24,12,54,-4,54,-4,24,43,6,43,24,-35,6,-35,54,13,-24,13,54,-5,54,-5,25,42,5,42,25,-34,5,-34,53,14,-23,14,53,-6,53,-6
42,15,7,33,16,40,14,40,16,-26,14,-26,48,8,-18,8,48,6,48,6,17,40,13,40,17,-26,13,-26,48,9,-18,9,48,5,48,5,18,40,12,40,18,-26,12,-26,48,10,-18,10,48,4,48,4,19,40,11,40,19,-26,11,-26,48,11,-18,11,48,3,48,3,20,39,10,39,20,-25,10,-25,47,12,-17,12,47,2,47,2,21,39,9,39,21,-25,9,-25,47,13,-17,13,47,1,47,1,22,39,8,39,22,-25,8,-25,47,14,-17,14,47,0,47,0,23,39,7,39,23,-25,7,-25,47,15,-17,15,47,-1,47,-1,24,38,6,38,24,-24,6,-24,46,16,-16,16,46,-2,46,-2,25,38,5,38,25,-24,5,-24,46,17,-16,17,46,-3,46,-3
43,12,14,28,13,42,11,42,13,-14,11,-14,40,15,-16,15,40,13,40,13,14,42,10,42,14,-14,10,-14,40,16,-16,16,40,12,40,12,15,42,9,42,15,-14,9,-14,40,17,-16,17,40,11,40,11,16,42,8,42,16,-14,8,-14,40,18,-16,18,40,10,40,10,17,41,7,41,17,-13,7,-13,39,19,-15,19,39,9,39,9,18,41,6,41,18,-13,6,-13,39,20,-15,20,39,8,39,8,19,41,5,41,19,-13,5,-13,39,21,-15,21,39,7,39,7,20,41,4,41,20,-13,4,-13,39,22,-15,22,39,6,39,6,21,40,3,40,21,-12,3,-12,38,23,-14,23,38,5,38,5,22,40,2,40,22,-12,2,-12,38,24,-14,24,38,4,38,4
44,1,10,33,2,43,0,43,2,-23,0,-23,34,11,-32,11,34,9,34,9,3,43,-1,43,3,-23,-1,-23,34,12,-32,12,34,8,34,8,4,43,-2,43,4,-23,-2,-23,34,13,-32,13,34,7,34,7,5,43,-3,43,5,-23,-3,-23,34,14,-32,14,34,6,34,6,6,42,-4,42,6,-22,-4,-22,33,15,-31,15,33,5,33,5,7,42,-5,42,7,-22,-5,-22,33,16,-31,16,33,4,33,4,8,42,-6,42,8,-22,-6,-22,33,17,-31,17,33,3,33,3,9,42,-7,42,9,-22,-7,-22,33,18,-31,18,33,2,33,2,10,41,-8,41,10,-21,-8,-21,32,19,-30,19,32,1,32,1,11,41,-9,41,11,-21,-9,-21,32,20,-30,20,32,0,32,0
45,4,14,39,5,53,3,53,5,-25,3,-25,43,15,-35,15,43,13,43,13,6,53,2,53,6,-25,2,-25,43,16,-35,16,43,12,43,12,7,53,1,53,7,-25,1,-25,43,17,-35,17,43,11,43,11,8,53,0,53,8,-25,0,-25,43,18,-35,18,43,10,43,10,9,53,-1,53,9,-25,-1,-25,43,19,-35,19,43,9,43,9,10,52,-2,52,10,-24,-2,-24,42,20,-34,20,42,8,42,8,11,52,-3,52,11,-24,-3,-24,42,21,-34,21,42,7,42,7,12,52,-4,52,12,-24,-4,-24,42,22,-34,22,42,6,42,6,13,52,-5,52,13,-24,-5,-24,42,23,-34,23,42,5,42,5,14,51,-6,51,14,-23,-6,-23,41,24,-33,24,41,4,41,4
46,7,3,37,8,40,6,40,8,-34,6,-34,44,4,-30,4,44,2,44,2,9,40,5,40,9,-34,5,-34,44,5,-30,5,44,1,44,1,10,40,4,40,10,-34,4,-34,44,6,-30,6,44,0,44,0,11,40,3,40,11,-34,3,-34,44,7,-30,7,44,-1,44,-1,12,40,2,40,12,-34,2,-34,44,8,-30,8,44,-2,44,-2,13,39,1,39,13,-33,1,-33,43,9,-29,9,43,-3,43,-3,14,39,0,39,14,-33,0,-33,43,10,-29,10,43,-4,43,-4,15,39,-1,39,15,-33,-1,-33,43,11,-29,11,43,-5,43,-5,16,39,-2,39,16,-33,-2,-33,43,12,-29,12,43,-6,43,-6,17,38,-3,38,17,-32,-3,-32,42,13,-28,13,42,-7,42,-7
47,2,14,23,3,37,1,37,3,-9,1,-9,25,15,-21,15,25,13,25,13,4,37,0,37,4,-9,0,-9,25,16,-21,16,25,12,25,12,5,37,-1,37,5,-9,-1,-9,25,17,-21,17,25,11,25,11,6,37,-2,37,6,-9,-2,-9,25,18,-21,18,25,10,25,10,7,36,-3,36,7,-8,-3,-8,24,19,-20,19,24,9,24,9,8,36,-4,36,8,-8,-4,-8,24,20,-20,20,24,8,24,8,9,36,-5,36,9,-8,-5,-8,24,21,-20,21,24,7,24,7,10,35,-6,35,10,-7,-6,-7,23,22,-19,22,23,6,23,6,11,35,-7,35,11,-7,-7,-7,23,23,-19,23,23,5,23,5,12,34,-8,34,12,-6,-8,-6,22,24,-18,24,22,4,22,4
48,1,3,36,2,39,0,39,2,-33,0,-33,37,4,-35,4,37,2,37,2,3,39,-1,39,3,-33,-1,-33,37,5,-35,5,37,1,37,1,4,39,-2,39,4,-33,-2,-33,37,6,-35,6,37,0,37,0,5,39,-3,39,5,-33,-3,-33,37,7,-35,7,37,-1,37,-1,6,39,-4,39,6,-33,-4,-33,37,8,-35,8,37,-2,37,-2,7,38,-5,38,7,-32,-5,-32,36,9,-34,9,36,-3,36,-3,8,38,-6,38,8,-32,-6,-32,36,10,-34,10,36,-4,36,-4,9,38,-7,38,9,-32,-7,-32,36,11,-34,11,36,-5,36,-5,10,38,-8,38,10,-32,-8,-32,36,12,-34,12,36,-6,36,-6,11,37,-9,37,11,-31,-9,-31,35,13,-33,13,35,-7,35,-7
49,14,9,25,15,34,13,34,15,-16,13,-16,39,10,-11,10,39,8,39,8,16,34,12,34,16,-16,12,-16,39,11,-11,11,39,7,39,7,17,34,11,34,17,-16,11,-16,39,12,-11,12,39,6,39,6,18,34,10,34,18,-16,10,-16,39,13,-11,13,39,5,39,5,19,33,9,33,19,-15,9,-15,38,14,-10,14,38,4,38,4,20,33,8,33,20,-15,8,-15,38,15,-10,15,38,3,38,3,21,33,7,33,21,-15,7,-15,38,16,-10,16,38,2,38,2,22,32,6,32,22,-14,6,-14,37,17,-9,17,37,1,37,1,23,32,5,32,23,-14,5,-14,37,18,-9,18,37,0,37,0,24,31,4,31,24,-13,4,-13,36,19,-8,19,36,-1,36,-1
50,8,8,44,9,52,7,52,9,-36,7,-36,52,9,-36,9,52,7,52,7,10,52,6,52,10,-36,6,-36,52,10,-36,10,52,6,52,6,11,52,5,52,11,-36,5,-36,52,11,-36,11,52,5,52,5,12,52,4,52,12,-36,4,-36,52,12,-36,12,52,4,52,4,13,52,3,52,13,-36,3,-36,52,13,-36,13,52,3,52,3,14,51,2,51,14,-35,2,-35,51,14,-35,14,51,2,51,2,15,51,1,51,15,-35,1,-35,51,15,-35,15,51,1,51,1,16,51,0,51,16,-35,0,-35,51,16,-35,16,51,0,51,0,17,51,-1,51,17,-35,-1,-35,51,17,-35,17,51,-1,51,-1,18,51,-2,51,18,-35,-2,-35,51,18,-35,18,51,-2,51,-2
51,9,10,40,10,50,8,50,10,-30,8,-30,49,11,-31,11,49,9,49,9,11,50,7,50,11,-30,7,-30,49,12,-31,12,49,8,49,8,12,50,6,50,12,-30,6,-30,49,13,-31,13,49,7,49,7,13,50,5,50,13,-30,5,-30,49,14,-31,14,49,6,49,6,14,50,4,50,14,-30,4,-30,49,15,-31,15,49,5,49,5,15,49,3,49,15,-29,3,-29,48,16,-30,16,48,4,48,4,16,49,2,49,16,-29,2,-29,48,17,-30,17,48,3,48,3,17,49,1,49,17,-29,1,-29,48,18,-30,18,48,2,48,2,18,49,0,49,18,-29,0,-29,48,19,-30,19,48,1,48,1,19,48,-1,48,19,-28,-1,-28,47,20,-29,20,47,0,47,0
52,8,9,23,9,32,7,32,9,-14,7,-14,31,10,-15,10,31,8,31,8,10,32,6,32,10,-14,6,-14,31,11,-15,11,31,7,31,7,11,32,5,32,11,-14,5,-14,31,12,-15,12,31,6,31,6,12,32,4,32,12,-14,4,-14,31,13,-15,13,31,5,31,5,13,31,3,31,13,-13,3,-13,30,14,-14,14,30,4,30,4,14,31,2,31,14,-13,2,-13,30,15,-14,15,30,3,30,3,15,31,1,31,15,-13,1,-13,30,16,-14,16,30,2,30,2,16,30,0,30,16,-12,0,-12,29,17,-13,17,29,1,29,1,17,30,-1,30,17,-12,-1,-12,29,18,-13,18,29,0,29,0,18,29,-2,29,18,-11,-2,-11,28,19,-12,19,28,-1,28,-1
53,8,12,33,9,45,7,45,9,-21,7,-21,41,13,-25,13,41,11,41,11,10,45,6,45,10,-21,6,-21,41,14,-25,14,41,10,41,10,11,45,5,45,11,-21,5,-21,41,15,-25,15,41,9,41,9,12,45,4,45,12,-21,4,-21,41,16,-25,16,41,8,41,8,13,44,3,44,13,-20,3,-20,40,17,-24,17,40,7,40,7,14,44,2,44,14,-20,2,-20,40,18,-24,18,40,6,40,6,15,44,1,44,15,-20,1,-20,40,19,-24,19,40,5,40,5,16,44,0,44,16,-20,0,-20,40,20,-24,20,40,4,40,4,17,43,-1,43,17,-19,-1,-19,39,21,-23,21,39,3,39,3,18,43,-2,43,18,-19,-2,-19,39,22,-23,22,39,2,39,2
54,10,1,21,11,22,9,22,11,-20,9,-20,31,2,-11,2,31,0,31,0,12,22,8,22,12,-20,8,-20,31,3,-11,3,31,-1,31,-1,13,22,7,22,13,-20,7,-20,31,4,-11,4,31,-2,31,-2,14,21,6,21,14,-19,6,-19,30,5,-10,5,30,-3,30,-3,15,21,5,21,15,-19,5,-19,30,6,-10,6,30,-4,30,-4,16,21,4,21,16,-19,4,-19,30,7,-10,7,30,-5,30,-5,17,20,3,20,17,-18,3,-18,29,8,-9,8,29,-6,29,-6,18,20,2,20,18,-18,2,-18,29,9,-9,9,29,-7,29,-7,19,19,1,19,19,-17,1,-17,28,10,-8,10,28,-8,28,-8,20,19,0,19,20,-17,0,-17,28,11,-8,11,28,-9,28,-9
55,4,4,37,5,41,3,41,5,-33,3,-33,41,5,-33,5,41,3,41,3,6,41,2,41,6,-33,2,-33,41,6,-33,6,41,2,41,2,7,41,1,41,7,-33,1,-33,41,7,-33,7,41,1,41,1,8,41,0,41,8,-33,0,-33,41,8,-33,8,41,0,41,0,9,41,-1,41,9,-33,-1,-33,41,9,-33,9,41,-1,41,-1,10,40,-2,40,10,-32,-2,-32,40,10,-32,10,40,-2,40,-2,11,40,-3,40,11,-32,-3,-32,40,11,-32,11,40,-3,40,-3,12,40,-4,40,12,-32,-4,-32,40,12,-32,12,40,-4,40,-4,13,40,-5,40,13,-32,-5,-32,40,13,-32,13,40,-5,40,-5,14,39,-6,39,14,-31,-6,-31,39,14,-31,14,39,-6,39,-6
56,3,5,44,4,49,2,49,4,-39,2,-39,47,6,-41,6,47,4,47,4,5,49,1,49,5,-39,1,-39,47,7,-41,7,47,3,47,3,6,49,0,49,6,-39,0,-39,47,8,-41,8,47,2,47,2,7,49,-1,49,7,-39,-1,-39,47,9,-41,9,47,1,47,1,8,49,-2,49,8,-39,-2,-39,47,10,-41,10,47,0,47,0,9,48,-3,48,9,-38,-3,-38,46,11,-40,11,46,-1,46,-1,10,48,-4,48,10,-38,-4,-38,46,12,-40,12,46,-2,46,-2,11,48,-5,48,11,-38,-5,-38,46,13,-40,13,46,-3,46,-3,12,48,-6,48,12,-38,-6,-38,46,14,-40,14,46,-4,46,-4,13,48,-7,48,13,-38,-7,-38,46,15,-40,15,46,-5,46,-5
57,2,1,37,3,38,1,38,3,-36,1,-36,39,2,-35,2,39,0,39,0,4,38,0,38,4,-36,0,-36,39,3,-35,3,39,-1,39,-1,5,38,-1,38,5,-36,-1,-36,39,4,-35,4,39,-2,39,-2,6,38,-2,38,6,-36,-2,-36,39,5,-35,5,39,-3,39,-3,7,38,-3,38,7,-36,-3,-36,39,6,-35,6,39,-4,39,-4,8,37,-4,37,8,-35,-4,-35,38,7,-34,7,38,-5,38,-5,9,37,-5,37,9,-35,-5,-35,38,8,-34,8,38,-6,38,-6,10,37,-6,37,10,-35,-6,-35,38,9,-34,9,38,-7,38,-7,11,37,-7,37,11,-35,-7,-35,38,10,-34,10,38,-8,38,-8,12,36,-8,36,12,-34,-8,-34,37,11,-33,11,37,-9,37,-9
58,3,11,25,4,36,2,36,4,-14,2,-14,28,12,-22,12,28,10,28,10,5,36,1,36,5,-14,1,-14,28,13,-22,13,28,9,28,9,6,36,0,36,6,-14,0,-14,28,14,-22,14,28,8,28,8,7,36,-1,36,7,-14,-1,-14,28,15,-22,15,28,7,28,7,8,35,-2,35,8,-13,-2,-13,27,16,-21,16,27,6,27,6,9,35,-3,35,9,-13,-3,-13,27,17,-21,17,27,5,27,5,10,35,-4,35,10,-13,-4,-13,27,18,-21,18,27,4,27,4,11,34,-5,34,11,-12,-5,-12,26,19,-20,19,26,3,26,3,12,34,-6,34,12,-12,-6,-12,26,20,-20,20,26,2,26,2,13,33,-7,33,13,-11,-7,-11,25,21,-19,21,25,1,25,1
59,15,4,22,16,26,14,26,16,-18,14,-18,37,5,-7,5,37,3,37,3,17,26,13,26,17,-18,13,-18,37,6,-7,6,37,2,37,2,18,26,12,26,18,-18,12,-18,37,7,-7,7,37,1,37,1,19,25,11,25,19,-17,11,-17,36,8,-6,8,36,0,36,0,20,25,10,25,20,-17,10,-17,36,9,-6,9,36,-1,36,-1,21,25,9,25,21,-17,9,-17,36,10,-6,10,36,-2,36,-2,22,25,8,25,22,-17,8,-17,36,11,-6,11,36,-3,36,-3,23,24,7,24,23,-16,7,-16,35,12,-5,12,35,-4,35,-4,24,24,6,24,24,-16,6,-16,35,13,-5,13,35,-5,35,-5,25,23,5,23,25,-15,5,-15,34,14,-4,14,34,-6,34,-6
60,12,5,39,13,44,11,44,13,-34,11,-34,51,6,-27,6,51,4,51,4,14,44,10,44,14,-34,10,-34,51,7,-27,7,51,3,51,3,15,44,9,44,15,-34,9,-34,51,8,-27,8,51,2,51,2,16,44,8,44,16,-34,8,-34,51,9,-27,9,51,1,51,1,17,44,7,44,17,-34,7,-34,51,10,-27,10,51,0,51,0,18,43,6,43,18,-33,6,-33,50,11,-26,11,50,-1,50,-1,19,43,5,43,19,-33,5,-33,50,12,-26,12,50,-2,50,-2,20,43,4,43,20,-33,4,-33,50,13,-26,13,50,-3,50,-3,21,43,3,43,21,-33,3,-33,50,14,-26,14,50,-4,50,-4,22,42,2,42,22,-32,2,-32,49,15,-25,15,49,-5,49,-5
61,2,2,32,3,34,1,34,3,-30,1,-30,34,3,-30,3,34,1,34,1,4,34,0,34,4,-30,0,-30,34,4,-30,4,34,0,34,0,5,34,-1,34,5,-30,-1,-30,34,5,-30,5,34,-1,34,-1,6,34,-2,34,6,-30,-2,-30,34,6,-30,6,34,-2,34,-2,7,33,-3,33,7,-29,-3,-29,33,7,-29,7,33,-3,33,-3,8,33,-4,33,8,-29,-4,-29,33,8,-29,8,33,-4,33,-4,9,33,-5,33,9,-29,-5,-29,33,9,-29,9,33,-5,33,-5,10,33,-6,33,10,-29,-6,-29,33,10,-29,10,33,-6,33,-6,11,32,-7,32,11,-28,-7,-28,32,11,-28,11,32,-7,32,-7,12,32,-8,32,12,-28,-8,-28,32,12,-28,12,32,-8,32,-8
62,12,5,21,13,26,11,26,13,-16,11,-16,33,6,-9,6,33,4,33,4,14,26,10,26,14,-16,10,-16,33,7,-9,7,33,3,33,3,15,26,9,26,15,-16,9,-16,33,8,-9,8,33,2,33,2,16,25,8,25,16,-15,8,-15,32,9,-8,9,32,1,32,1,17,25,7,25,17,-15,7,-15,32,10,-8,10,32,0,32,0,18,25,6,25,18,-15,6,-15,32,11,-8,11,32,-1,32,-1,19,24,5,24,19,-14,5,-14,31,12,-7,12,31,-2,31,-2,20,24,4,24,20,-14,4,-14,31,13,-7,13,31,-3,31,-3,21,23,3,23,21,-13,3,-13,30,14,-6,14,30,-4,30,-4,22,23,2,23,22,-13,2,-13,30,15,-6,15,30,-5,30,-5
63,12,7,33,13,40,11,40,13,-26,11,-26,45,8,-21,8,45,6,45,6,14,40,10,40,14,-26,10,-26,45,9,-21,9,45,5,45,5,15,40,9,40,15,-26,9,-26,45,10,-21,10,45,4,45,4,16,40,8,40,16,-26,8,-26,45,11,-21,11,45,3,45,3,17,39,7,39,17,-25,7,-25,44,12,-20,12,44,2,44,2,18,39,6,39,18,-25,6,-25,44,13,-20,13,44,1,44,1,19,39,5,39,19,-25,5,-25,44,14,-20,14,44,0,44,0,20,39,4,39,20,-25,4,-25,44,15,-20,15,44,-1,44,-1,21,38,3,38,21,-24,3,-24,43,16,-19,16,43,-2,43,-2,22,38,2,38,22,-24,2,-24,43,17,-19,17,43,-3,43,-3
64,15,13,35,16,48,14,48,16,-22,14,-22,50,14,-20,14,50,12,50,12,17,48,13,48,17,-22,13,-22,50,15,-20,15,50,11,50,11,18,48,12,48,18,-22,12,-22,50,16,-20,16,50,10,50,10,19,48,11,48,19,-22,11,-22,50,17,-20,17,50,9,50,9,20,48,10,48,20,-22,10,-22,50,18,-20,18,50,8,50,8,21,47,9,47,21,-21,9,-21,49,19,-19,19,49,7,49,7,22,47,8,47,22,-21,8,-21,49,20,-19,20,49,6,49,6,23,47,7,47,23,-21,7,-21,49,21,-19,21,49,5,49,5,24,47,6,47,24,-21,6,-21,49,22,-19,22,49,4,49,4,25,46,5,46,25,-20,5,-20,48,23,-18,23,48,3,48,3
65,6,11,33,7,44,5,44,7,-22,5,-22,39,12,-27,12,39,10,39,10,8,44,4,44,8,-22,4,-22,39,13,-27,13,39,9,39,9,9,44,3,44,9,-22,3,-22,39,14,-27,14,39,8,39,8,10,44,2,44,10,-22,2,-22,39,15,-27,15,39,7,39,7,11,43,1,43,11,-21,1,-21,38,16,-26,16,38,6,38,6,12,43,0,43,12,-21,0,-21,38,17,-26,17,38,5,38,5,13,43,-1,43,13,-21,-1,-21,38,18,-26,18,38,4,38,4,14,43,-2,43,14,-21,-2,-21,38,19,-26,19,38,3,38,3,15,42,-3,42,15,-20,-3,-20,37,20,-25,20,37,2,37,2,16,42,-4,42,16,-20,-4,-20,37,21,-25,21,37,1,37,1
66,11,9,33,12,42,10,42,12,-24,10,-24,44,10,-22,10,44,8,44,8,13,42,9,42,13,-24,9,-24,44,11,-22,11,44,7,44,7,14,42,8,42,14,-24,8,-24,44,12,-22,12,44,6,44,6,15,42,7,42,15,-24,7,-24,44,13,-22,13,44,5,44,5,16,41,6,41,16,-23,6,-23,43,14,-21,14,43,4,43,4,17,41,5,41,17,-23,5,-23,43,15,-21,15,43,3,43,3,18,41,4,41,18,-23,4,-23,43,16,-21,16,43,2,43,2,19,41,3,41,19,-23,3,-23,43,17,-21,17,43,1,43,1,20,40,2,40,20,-22,2,-22,42,18,-20,18,42,0,42,0,21,40,1,40,21,-22,1,-22,42,19,-20,19,42,-1,42,-1
67,9,1,29,10,30,8,30,10,-28,8,-28,38,2,-20,2,38,0,38,0,11,30,7,30,11,-28,7,-28,38,3,-20,3,38,-1,38,-1,12,30,6,30,12,-28,6,-28,38,4,-20,4,38,-2,38,-2,13,30,5,30,13,-28,5,-28,38,5,-20,5,38,-3,38,-3,14,29,4,29,14,-27,4,-27,37,6,-19,6,37,-4,37,-4,15,29,3,29,15,-27,3,-27,37,7,-19,7,37,-5,37,-5,16,29,2,29,16,-27,2,-27,37,8,-19,8,37,-6,37,-6,17,29,1,29,17,-27,1,-27,37,9,-19,9,37,-7,37,-7,18,28,0,28,18,-26,0,-26,36,10,-18,10,36,-8,36,-8,19,28,-1,28,19,-26,-1,-26,36,11,-18,11,36,-9,36,-9
68,9,6,26,10,32,8,32,10,-20,8,-20,35,7,-17,7,35,5,35,5,11,32,7,32,11,-20,7,-20,35,8,-17,8,35,4,35,4,12,32,6,32,12,-20,6,-20,35,9,-17,9,35,3,35,3,13,32,5,32,13,-20,5,-20,35,10,-17,10,35,2,35,2,14,31,4,31,14,-19,4,-19,34,11,-16,11,34,1,34,1,15,31,3,31,15,-19,3,-19,34,12,-16,12,34,0,34,0,16,31,2,31,16,-19,2,-19,34,13,-16,13,34,-1,34,-1,17,30,1,30,17,-18,1,-18,33,14,-15,14,33,-2,33,-2,18,30,0,30,18,-18,0,-18,33,15,-15,15,33,-3,33,-3,19,30,-1,30,19,-18,-1,-18,33,16,-15,16,33,-4,33,-4
69,12,11,34,13,45,11,45,13,-23,11,-23,46,12,-22,12,46,10,46,10,14,45,10,45,14,-23,10,-23,46,13,-22,13,46,9,46,9,15,45,9,45,15,-23,9,-23,46,14,-22,14,46,8,46,8,16,45,8,45,16,-23,8,-23,46,15,-22,15,46,7,46,7,17,45,7,45,17,-23,7,-23,46,16,-22,16,46,6,46,6,18,44,6,44,18,-22,6,-22,45,17,-21,17,45,5,45,5,19,44,5,44,19,-22,5,-22,45,18,-21,18,45,4,45,4,20,44,4,44,20,-22,4,-22,45,19,-21,19,45,3,45,3,21,44,3,44,21,-22,3,-22,45,20,-21,20,45,2,45,2,22,43,2,43,22,-21,2,-21,44,21,-20,21,44,1,44,1
70,13,8,21,14,29,12,29,14,-13,12,-13,34,9,-8,9,34,7,34,7,15,29,11,29,15,-13,11,-13,34,10,-8,10,34,6,34,6,16,29,10,29,16,-13,10,-13,34,11,-8,11,34,5,34,5,17,28,9,28,17,-12,9,-12,33,12,-7,12,33,4,33,4,18,28,8,28,18,-12,8,-12,33,13,-7,13,33,3,33,3,19,28,7,28,19,-12,7,-12,33,14,-7,14,33,2,33,2,20,27,6,27,20,-11,6,-11,32,15,-6,15,32,1,32,1,21,27,5,27,21,-11,5,-11,32,16,-6,16,32,0,32,0,22,26,4,26,22,-10,4,-10,31,17,-5,17,31,-1,31,-1,23,26,3,26,23,-10,3,-10,31,18,-5,18,31,-2,31,-2
